code,title,release_date,runtime,estimated_budget,estimated_income,distributor_id
1046997,Miracle at St. Anna,1973-01-03,160,45000000,9300000,1475269
0120338,Titanic,1988-12-21,195,200000000,2187000000,22918
0046472,Twice Upon a Time,1987-02-24,75,,,1476733
0082525,Honky Tonk Freeway,1987-10-31,108,24000000,2004740,2140605
0024421,Our Betters,2010-08-30,83,,,36437899
0059573,A Patch of Blue,1944-03-30,105,800000,6750000,58819
0050933,Sayonara,1998-06-13,147,,22000100,34052
0325537,Head of State,1965-08-21,95,35200000,38620500,33610795
0104070,Death Becomes Her,1950-07-26,104,55000000,149000000,170326
0043899,Pandora and the Flying Dutchman,1923-08-17,122,1250000,1601000,58819
0235627,No Noise,1969-08-03,20,,,1012698
0055627,X-15,2007-03-15,107,,,58819
0118983,Dil To Pagal Hai,1959-09-26,180,,,3400189
0055719,The 300 Spartans,1925-08-04,114,8500000,76520000,170318
0007250,The Real Thing at Last,1967-12-30,30,,,37823468
0324127,Suspect Zero,1994-09-17,99,27000000,11416100,22918
0037635,Dead of Night,1969-05-29,102,,,2339219
0061022,The Spy with a Cold Nose,1923-02-06,93,,,940527
0021189,Not So Dumb,1963-01-31,76,,,58819
0053182,Porgy and Bess,1964-07-08,138,7000000,,175634
35896,For Whom the Bell Tolls,2010-06-30,170,,7100000,22918
0368891,National Treasure,2011-12-25,255,,804900000,1475269
0017350,The Scarlet Letter,1951-04-15,115,,,58819
0041509,The Inspector General,1956-02-06,100,,2200000,34052
0022698,Blonde Venus,1994-09-30,93,,,22918
0024507,Roman Scandals,1949-11-08,93,1000000,2443000,174319
0113732,The Maddening,1993-07-30,95,,5000,3690563
114173,Prehysteria!,1963-09-29,250,,,22918
0040823,"Sorry, Wrong Number",1945-08-18,89,,2850000,22918
1863335,Nation of Exiles,1942-12-20,57,,,5881009
0368287,Soul of a Man,1997-12-03,103,,,29697498
0040806,The Snake Pit,1973-06-12,108,,4100000,170318
0025610,Our Daily Bread,2012-10-20,80,125000,,174319
0124307,The Capture of Bigfoot,1944-05-10,92,,,105410
0068282,Black Mama White Mama,1992-10-27,87,,1000000,203231
0104714,Lethal Weapon 3,1997-08-27,118,35000000,321732000,34052
0028496,Where There's a Will,1978-03-24,80,,,822142
0074254,Buffalo Bill and the Indians,1943-12-03,123,,,174319
0112346,The American President,1932-01-12,114,62000000,107879000,175634
0026264,The Dark Angel,1975-05-03,110,1000000,,174319
0089537,Mala Noche,1940-11-07,78,25000,,1138162
0080024,Tim,1998-03-30,109,600000,809000,2383847
0072307,And Now My Love,1948-07-02,121,,,1694153
0097179,DeepStar Six,2011-02-24,99,,8143220,664762
0049038,Bus Stop,2005-12-19,96,2200000,7270000,170318
1039995,"U, Me aur Hum",1962-09-06,157,,,6855995
0430063,Ethan Mao,2009-11-05,87,,,12504659
0338479,Tales from the Crapper,1931-07-06,90,,,105410
42451,Father of the Bride,1950-02-04,92,1215000,6084000,58819
1477052,Parakkum Paavai,1997-05-24,171,,,44525029
0108395,A Troll in Central Park,1964-01-18,76,23000000,71368,3887556
0108505,Voyage,1963-08-24,86,,,1749993
0072100,Roti Kapada Aur Makaan,2005-01-02,161,,,6855995
0049456,Lust for Life,1931-12-12,122,3227000,2695000,58819
0039725,Possessed,1923-06-02,108,2592000,2300000,34052
0227005,Made,2011-06-27,94,5000000,5480650,706664
0022565,Windy Riley Goes Hollywood,2016-01-14,18,,,2276869
0034171,Sex Hygiene,1979-03-16,30,,,1682898
0069201,Running Scared,2016-08-06,98,,,22918
0762121,The Nativity Story,1946-01-06,101,35000000,46432300,408368
0022074,The Smiling Lieutenant,1983-01-13,89,,,22918
0062467,Wait Until Dark,1947-05-14,108,4000000,17550700,922901
0034242,Sundown,1945-06-01,90,1200000,873808,174319
0117913,A Time to Kill,1974-05-19,149,40000000,152000000,34052
0067774,Sometimes a Great Notion,1949-04-08,113,,4000000,170326
0020690,The Big Pond,1958-01-22,78,,,22918
0021310,Romance,1993-08-30,76,,,58819
0097570,In Country,1936-10-29,120,18000000,3531970,34052
0072848,The Day of the Locust,1926-11-25,144,,17793000,22918
0087751,Mrs. Soffel,1954-11-04,112,,4385310,58819
0283897,Assassination Tango,2005-06-02,114,,,58819
0119664,Metro,1979-04-12,117,55000000,32000300,1475269
0016473,The Unholy Three,1977-01-27,86,,,58819
0023027,Horse Feathers,1935-02-13,68,,,22918
0076504,Orca the Killer Whale,2004-02-03,92,6000000,14717900,22918
0049857,Time Table,1997-01-08,79,,,174319
0071578,The Great Ice Rip-Off,1973-12-26,74,,,62027
0167360,Race to Space,1995-10-10,104,,,12575150
0119303,Home Alone 3: Music From The Motion Picture,1922-01-03,101,32000000,79000000,170318
0433116,Looking for Comedy in the Muslim World,1984-07-06,98,10000000,,2170681
0113360,The Hunted,1997-05-06,111,15000000,6609660,170326
0050778,Not of This Earth,1979-06-29,67,100000,1000000,1588593
0104427,Hoffa,1972-06-16,140,35000000,29302100,170318
0087100,Crimes of Passion,1929-04-21,107,,2900000,2065670
0096486,Young Einstein,1968-05-22,91,5000000,11536600,34052
0079592,Murder by Decree,1949-06-02,124,,,940527
0031347,Frontier Pony Express,2002-11-17,54,,,405370
1320253,The Expendables,1950-03-28,342,262000000,786100000,996674
0080800,God's Angry Man,1930-11-25,43,,,33138
0042379,Dark City,1948-07-14,98,,,22918
0037316,The Story of Dr. Wassell,1994-12-17,140,,,22918
0059166,The Family Jewels,1950-11-06,99,,2600000,22918
0061796,Hurry Sundown,1992-01-03,146,3785000,4050000,22918
0251114,Hart's War,2008-10-03,125,70000000,33000000,58819
0083015,S.O.B.,1922-11-14,122,,14867100,22918
0040552,The Loves of Carmen,2011-04-22,99,2000000,2500000,175634
0063748,Uptight,2014-06-09,104,,,22918
1413067,Fish Out of Water,2016-09-02,60,45000,,10325023
0012408,The Love Light,1999-12-14,89,,,174319
0050629,Legend of the Lost,2016-07-05,109,1750000,2200000,2462246
0093936,The Secret of My Success,1933-04-20,111,12,110997000,170326
0050964,Short Cut to Hell,1932-07-11,89,,,22918
0293675,A Union in Wait,1932-12-05,45,15000,,1991498
0041822,Rope of Sand,1949-03-07,104,,,22918
0015881,Greed,2010-03-18,462,665603,274827,58819
0007857,The Devil-Stone,1944-01-28,60,,,22918
0083190,Thief,2012-06-24,122,7000000,11492900,174319
0082992,Rich and Famous,1920-09-28,117,10000000,14492100,174319
0049432,The Last Hunt,1965-05-25,108,2121000,2983000,58819
0042994,Stage Fright,1922-01-09,110,,,34052
0027686,Gold Diggers of 1937,1983-03-18,101,,,34052
0014189,Law of the Lawless,1988-02-24,70,,,22918
0156794,Eternity and a Day,2010-11-03,132,,,14399654
0038873,The Razor's Edge,1978-11-11,145,1200000,5000000,170318
0064405,The Happy Ending,1940-08-06,117,,,174319
0309377,Blood Work,1982-08-09,110,50000000,31794700,34052
0059740,The Sons of Katie Elder,1928-12-27,122,,13333300,22918
0024361,Mush and Milk,1943-10-21,19,,,58819
0025272,The House of Rothschild,2003-10-12,88,,,174319
0048528,The Adventures of Quentin Durward,1945-09-01,101,2470000,2175000,58819
0045039,Plymouth Adventure,1971-04-09,105,3185000,3025000,58819
0031880,Rough Riders' Round-up,1972-03-23,54,,,405370
0039661,Nightmare Alley,1988-11-03,110,,,170318
0080550,Coast to Coast,1996-08-27,95,,4495440,22918
0111419,Thumbelina,1925-07-15,86,28000000,11300000,3887556
0099263,The Christmas Toy,1967-10-11,50,,,851298
0108265,Swing Kids,1946-05-12,114,19000000,5632090,1475269
0234943,Uncle Tom's Uncle,1936-05-01,20,,,1012698
0038492,Dragonwyck,1991-08-24,103,,3000000,170318
0080377,Mahaul Theek Hai,2004-08-09,135,,,1072002
1187047,1,1969-07-16,115,,,34052
0119675,Mimic,1957-09-03,105,30000000,25480500,74996
0041982,Train of Events,1999-12-14,90,,,10725554
0278823,Hollywood Ending,1995-09-09,114,16000000,14839400,33610795
0044937,My Cousin Rachel,1987-12-25,98,1200000,1300000,170318
0030287,Jezebel,2016-01-02,103,1250000,,34052
0043363,Bullfighter and the Lady,1990-10-05,124,,,405370
0071598,Harry and Tonto,1958-08-28,115,980000,4600000,170318
0035082,Moontide,1994-11-29,94,,,170318
0017098,Madame Mystery,1968-11-04,21,,,15434457
0405676,All the King's Men,1988-07-06,125,55000000,9500000,175634
0050987,The Snow Queen,1940-05-11,64,,,170326
0784972,The Brothers Solomon,1969-12-06,93,10000000,1035060,664762
0018515,Two Arabian Knights,1995-07-26,92,,,174319
0046786,The Black Knight,1997-06-28,85,1000000,1300000,175634
0116332,For Better or Worse,1945-03-26,105,,40622,175634
0022615,Air Mail,1981-04-02,84,,,170326
0095095,Emperor of the Bronx,1980-01-28,110,,,105410
0051742,Hot Spell,2007-06-07,86,,,22918
41931,Stromboli,1937-12-26,81,900000,,36437899
0024473,The Private Life of Henry VIII,1972-09-08,97,,,174319
0960770,Holding Trevor,1952-05-28,88,55000,16814,13274109
0026418,Go into Your Dance,1957-10-17,89,,,34052
0250776,Thedi Vandha Mappillai,2001-09-04,151,,,28091390
0039485,An Ideal Husband,1960-06-16,96,,,170318
0988045,Sherlock Holmes,1942-11-12,128,90000000,524000000,34052
0050105,An Affair to Remember,1978-08-01,119,2120000,3800000,170318
0386032,SiCKO,1991-08-30,123,9000000,36088100,996674
00016374,A Son of His Father,1981-01-30,70,,,22918
0063415,The Party,1980-11-24,99,,2900000,174319
0016104,The Merry Widow,2016-09-30,137,592000,1500000,58819
0076141,High Anxiety,1930-02-02,93,4015000,31063000,170318
0112740,Crimson Tide,1954-08-25,116,53000000,157387000,1475269
0044502,Clash by Night,1924-06-03,105,,1500000,36437899
0016004,Lady Windermere's Fan,1924-03-09,89,,,34052
0022689,Bird of Paradise,1924-07-22,80,752000,753000,36437899
0066814,The Battle of Love's Return,1973-03-16,82,8000,,105410
0034272,That Hamilton Woman,1979-01-30,128,,1000000,174319
0004635,The Squaw Man,1952-07-27,74,,244700,2653308
0019777,The Cocoanuts,1978-03-22,93,500000,1800000,22918
0032701,The Letter,2004-01-18,95,,,34052
0061093,Three on a Couch,1955-12-24,109,,2875000,175634
0026414,The Girl in the Crowd,1967-03-25,52,,,34052
0097579,An Innocent Man,1979-05-14,113,,20047600,1475269
0441007,Gracie,1962-04-14,95,9000000,3826570,3091341
0043476,Double Dynamite,1935-12-06,80,,,36437899
0033874,The Man Who Came to Dinner,2013-12-29,112,,2000000,34052
0015624,The Big Parade,2015-05-08,141,382000,18,354992
0006243,The Warrens of Virginia,1966-07-16,50,28360,,22918
0044391,The Bad and the Beautiful,1995-06-19,118,1558000,3373000,58819
0067750,Shoot Out,1968-06-17,95,1190000,,170326
0368709,Elizabethtown,1975-01-14,123,45000000,52000000,22918
0233591,Dog Heaven,1937-10-24,20,,,58819
0012755,Through the Back Door,1974-01-26,89,,,174319
0112688,Clockers,1961-03-30,128,25000000,13071500,170326
0203343,Blood Dolls,1957-12-28,84,1000000,,5793438
0040242,Command Decision,1971-09-14,112,2467000,3685000,58819
0019976,Hell's Heroes,1920-01-04,68,,,170326
0009095,Fuss and Feathers,1930-12-30,50,,,22918
0077598,Gates of Heaven,1944-11-07,83,,,15674446
0101969,Grand Canyon,1977-02-02,137,,40991300,170318
0049211,The First Texan,2001-07-09,82,,1000000,1588593
0061107,Torn Curtain,2010-03-25,128,3000000,13000000,170326
0113321,Home for the Holidays,1952-04-14,103,20000000,17518200,22918
0060395,The Family Way,1938-01-25,115,,2225000,16343
0043251,The 13th Letter,1944-06-23,85,,,170318
0015433,Triumph,1954-03-04,80,,,22918
0095333,The House on Carroll Street,1956-11-14,101,14000000,459824,218723
0105265,A River Runs Through It,1924-02-06,123,,43440300,1012698
0051087,The Tin Star,1993-06-05,93,,1400000,22918
0041093,Adventure in Baltimore,1976-08-15,89,,,36437899
0039482,I Walk Alone,1970-09-22,97,,2100000,22918
0015394,Tess of the d'Urbervilles,1960-07-21,80,,,58819
0198021,Where The Heart Is,1953-08-04,120,15000000,40863700,170318
0084776,Tempest,1930-09-11,140,13000000,5005240,175634
0066249,The Private Life of Sherlock Holmes,1984-01-14,125,10000000,,174319
0117791,Surviving Picasso,1997-10-25,125,16000000,2021350,34052
0016332,Seven Chances,1987-05-02,56,,,58819
0025828,Stamboul Quest,1948-12-17,86,,,58819
0009143,Headin' South,1953-09-26,50,,,22918
0048227,Jedda,1977-11-11,61,,,38819070
0011948,Be My Wife,2016-09-28,57,,,635013
0037469,The Woman in the Window,1932-07-03,99,,,36437899
0323120,Loving Annabelle,1968-08-22,76,900000,4200000,12504659
0038787,Notorious,1992-09-05,101,2000000,24500000,36437899
0113158,Georgia,2007-05-17,115,,1110100,74996
0110771,The Paper,1980-08-05,112,6000000,48424300,170326
0035431,This Above All,1986-04-04,110,,2400000,170318
0035979,Heaven Can Wait,1964-12-19,112,1115000,2800000,170318
0215685,The Crimson Permanent Assurance,1943-09-21,17,,,170326
0048347,The Man with the Golden Arm,2010-10-03,119,1000000,4350000,174319
0061412,Blood of Dracula's Castle,2000-10-30,84,,,18124572
0021382,The Sins of the Children,1994-12-30,95,,,58819
0062768,Bye Bye Braverman,1985-07-06,94,,,922901
0117247,One Fine Day:,1937-10-14,108,,97529600,170318
0053976,The Virgin Spring,1934-05-20,89,,700000,1138162
0041746,Pinky,1976-09-08,102,,4000000,170318
0062671,The Anniversary,1960-05-22,95,1450000,1352000,3993800
0102004,The Hard Way,1962-05-18,111,24000000,65595500,170326
0063799,What's So Bad About Feeling Good?,2015-05-19,94,,,170326
0043459,Decision Before Dawn,1947-11-19,119,,1550000,170318
0016129,The Movies,1998-09-21,20,,,2276869
0062626,5,1947-12-03,103,,3500000,22918
0067989,Wild Rovers,2012-02-29,136,,,58819
0081974,Absence of Malice,2013-03-26,116,,40717000,175634
0055796,Billy Budd,1954-01-27,123,,,1588593
0409011,Love Wrecked,1993-06-05,86,11000000,3505960,1856234
0120036,Rosewood,1982-05-27,140,30000000,13130300,34052
0057239,The L-Shaped Room,1949-03-03,126,,1000000,175634
0093051,From the Hip,1965-09-26,111,14000000,9518340,8815236
2200144,Demi-soeur,1964-04-01,90,7600000,1568260,946329
0048261,Kiss Me Deadly,1958-03-10,104,410000,726000,174319
0101635,Curly Sue,1930-10-28,102,25000000,33600000,34052
0382383,Yuva,1944-03-07,162,,,3878104
0014440,Scaramouche,1979-01-28,124,,1000000,1878891
0167923,Aloha from Hawaii via Satellite,1955-12-29,85,2500000,,25970
0083943,Firefox,1961-10-20,136,18000000,70687300,34052
0097883,Millennium,1984-08-28,108,,,170318
0002281,The Invaders,1988-10-06,41,,,2832764
0040766,Secret Beyond the Door,1969-03-24,99,1500000,,170326
0061401,The Big Mouth,1965-04-26,107,,2000000,175634
0072201,Stardust,1970-09-20,111,,,175634
0028216,San Francisco,1961-05-22,115,1300000,2868000,58819
0100449,Quick Change,2012-05-04,89,,15260200,34052
0373280,Sucker Free City,1933-09-18,113,,,77877
0052126,The Reluctant Debutante,1929-11-10,95,2250000,2980000,58819
0044431,Bloodhounds of Broadway,1997-09-24,90,,2000000,170318
0066536,Le Voyou,1920-03-20,120,,,174319
1482216,Patient X,1995-07-27,92,,,10335432
0099991,The Last of the Finest,1994-08-22,106,,1531490,218723
0011738,Stronger Than Death,1957-01-09,70,,,1878891
0032413,Dr. Ehrlich's Magic Bullet,1966-02-15,103,,,34052
0026249,The Crusades,1965-03-17,125,1376260,1700000,22918
0094921,Crossing Delancey,1927-02-12,97,,16262400,34052
0045314,Water Birds,1967-04-23,30,,,36437899
0019935,The Godless Girl,1980-08-24,113,,,15434457
0235798,Sunday Calm,1931-04-20,20,,,1012698
0314498,The Perfect Score,1954-09-09,93,,10876800,22918
0017329,The Road to Mandalay,1993-02-14,70,,,58819
0102598,Only the Lonely,1936-03-16,104,,25100000,170318
0162988,High Society,1963-12-12,20,,,1012698
0063483,"Rachel, Rachel",1948-02-12,101,780000,3000000,922901
0327162,The Stepford Wives,2001-01-13,93,90000000,102002000,22918
0092130,A Man and a Woman: 20 Years Later,1989-12-28,112,,,34052
0106677,Dazed and Confused,1926-01-24,102,6900000,7993040,6636914
0019182,Mother Machree,1929-05-24,75,750000,,170318
0033409,Blues in the Night,1974-02-18,88,,,34052
0022211,No Limit,1926-03-06,72,,,22918
0033253,The Westerner,1945-01-15,100,1000000,,174319
0245171,Invincible,1935-10-03,133,,,689620
0064757,On Her Majesty's Secret Service,1997-07-17,140,7000000,64600000,174319
0074292,The Cassandra Crossing,1985-03-10,129,6000000,,940527
0006605,The Dream Girl,2015-04-13,50,,,22918
0085919,Max Dugan Returns,1953-07-02,98,,17613700,170318
0391728,National Lampoon's Adam & Eve,1959-02-09,91,,,408368
0023794,Berkeley Square,1967-05-30,85,,,10573
0074802,Lipstick,2009-10-29,89,,8328670,22918
0948470,The Amazing Spider-Man,1937-07-24,136,230000000,757900000,175634
0107233,It's All True: Based on an,1992-06-16,85,1200000,,22918
0012397,Little Lord Fauntleroy,1978-06-03,112,,900000,174319
0022002,Iron Man,1942-05-20,73,,,170326
0069888,Class of '44,1939-08-11,95,,6350000,34052
0135160,The Betrayal,1951-08-20,183,,,14299145
0086056,"Oro, Plata, Mata",1948-12-15,194,,,2652260
0074529,Fighting Mad,1980-07-19,88,600000,,170318
0079770,Quintet,2008-05-15,118,,,170318
0025423,The Lost Patrol,1934-11-07,73,262000,583000,36437899
0083232,True Confessions,1947-07-02,108,,12850300,58819
0115892,The Christmas Tree,1963-06-08,153,,,62027
0090183,The Tomb,1967-10-13,84,,,2614082
0011257,Hairpins,1926-07-12,50,,,22918
0105211,Radio Flyer,1944-02-07,114,35000000,4651980,175634
0023992,Ever in My Heart,1990-05-16,68,243000,,34052
0023369,Rain,1994-10-29,92,591000,,174319
0055312,Pocketful of Miracles,1983-02-12,136,2900000,2500000,174319
0445776,U-Carmen eKhayelitsha,1926-04-08,120,,,6221633
0009611,Shoulder Arms,1921-12-15,46,,,10574
0055074,The Last Time I Saw Archie,1971-04-16,98,,,174319
0051760,"I, Mobster",1978-02-27,81,500000,,170318
0060520,Hotel Paradiso,1979-12-29,98,,,58819
0033062,Slightly Honorable,1921-01-13,85,434874,386116,174319
0066448,There Was a Crooked Man...,1952-05-29,126,,,34052
0074781,Leadbelly,1975-08-10,126,,,22918
0053559,13,1978-05-19,82,,1500000,175634
0312549,Veronica Guerin,1938-02-02,98,17000000,9400000,1475269
0034297,Tobacco Road,1977-12-03,84,,1900000,170318
0016028,Little Annie Rooney,2004-11-24,95,,,174319
0064152,Changes,1955-09-10,93,,,23152008
0031137,Captain Fury,1962-06-16,92,,,174319
0420087,A Prairie Home Companion,1960-08-10,106,10000000,26000000,3091341
0035966,Hangmen Also Die!,1984-04-01,134,,,174319
0068022,Something Big,1964-10-16,108,,,11260926
0340376,The Statement,2007-03-20,120,27000000,765637,408358
0078721,10,1954-09-27,122,7000000,74800000,34052
0023225,Million Dollar Legs,1948-05-03,59,,,22918
0053675,A Breath of Scandal,2006-04-13,97,,,22918
1084950,Rachel Getting Married,1970-09-16,114,12000000,17000000,408358
0058390,The Naked Kiss,1951-03-15,90,200000,,1588593
0042281,The Breaking Point,2007-08-18,97,,,34052
0109809,Flesheater,1998-01-10,88,60000,,2794579
0120832,Snake Eyes,1986-04-21,98,73000000,103891000,22918
0090056,Spies Like Us,1947-01-31,102,22000000,60000000,34052
0015508,Woman to Woman,1992-09-20,82,,,1749735
0040872,They Live by Night,1995-07-24,95,,,36437899
167064,Buster & Chauncey's Silent Night,1937-11-08,49,,,2065245
0023876,Cavalcade,1982-06-06,150,1180280,3500000,10573
0097045,Chandni,1992-05-11,187,,,3400189
0092605,Baby Boom,1974-03-25,103,15000000,26000000,174319
0116040,Daylight,1976-07-05,114,80000000,159200000,170326
0052117,"Rally Round the Flag, Boys!",1993-07-21,106,1870000,3400000,170318
0065112,Topaz,1980-01-19,127,4000000,6000000,170326
0015956,Isn't Life Terrible?,1987-11-15,20,,,15434457
0040560,Maclovia,1996-05-22,105,,,4560750
0081109,The Man Who Saw Tomorrow,1973-02-20,90,,,34052
0069876,La Choca,2014-06-19,94,,,10635059
0090576,The Assault,2011-03-05,144,,,740359
053902,Heller in Pink Tights,2014-07-22,100,,,22918
0346156,Sky Captain and the World of Tomorrow,1971-09-17,106,70000000,58000000,22918
0032080,Union Pacific,1967-01-13,135,,,22918
0031002,The Young in Heart,1933-04-27,90,,,174319
0457513,Scoop,1999-11-06,96,4000000,39215600,408350
0033532,The Devil and Daniel Webster,1953-05-12,107,,,36437899
0026400,The Gay Deception,1957-01-31,77,,,170318
0473553,The Tooth Fairy,1930-07-28,89,,,11182197
0045544,Battle Circus,2003-05-24,90,1201000,2362000,58819
0095638,The Milagro Beanfield War,1978-08-07,117,22000000,13825800,170326
0058920,The Art of Love,1993-09-25,99,,3500000,170326
0095119,Everybody's All-American,2014-11-09,127,,12638300,34052
0040636,The Naked City,1995-10-21,96,,2400000,38819070
0060424,The Fortune Cookie,1940-10-09,125,3705000,6800000,174319
0205177,Kevin & Perry Go Large,2011-04-17,82,,,6184810
0056625,Two Weeks in Another Town,1990-09-24,107,3959000,2500000,58819
0119189,George Wallace,1927-01-23,178,,,77825
0120157,Soldier,1981-11-18,99,60000000,14600000,34052
0076734,Soldier of Orange,1932-06-23,149,,,312122
0033944,Nevada City,1921-10-31,54,,,405370
0123964,Life,1940-11-04,109,80000000,75576000,170326
0005059,The Captive,2012-12-09,50,12154,56075,22918
0073113,The Hindenburg,1984-11-18,125,15000000,27900000,170326
0060522,How to Steal a Million,1977-04-30,123,6480000,4400000,170318
0104797,Malcolm X,1925-08-18,200,33000000,48200000,34052
0038890,"Rome, Open City",1957-03-05,105,,1000000,19914669
0028112,The Plough and the Stars,1982-05-07,72,,,36437899
0022436,Street Scene,1980-06-27,80,584000,,174319
0089139,Fever Pitch,2007-06-17,96,,618847,58819
0104231,Far and Away,1974-06-24,140,60000000,137800000,170326
0043915,People Will Talk,1978-04-21,110,,2100000,170318
0083312,Waitress!,1974-01-16,90,,,105410
0024069,Gold Diggers of 1933,1925-05-04,96,,,34052
0312859,Kannathil Muthamittal,2001-12-25,137,,,3878104
0047522,A Star Is Born,1952-10-23,182,5019770,6100000,34052
1082051,A Day at the Museum,1944-12-27,97,7600000,6300000,34052
0049340,The Houston Story,1927-07-21,79,,,175634
0110357,The Lion King,1997-05-05,88,45000000,987500000,1475269
0047956,The Court-Martial of Billy Mitchell,1932-03-13,100,,3000000,34052
0094888,Cobra Verde,1962-11-21,111,,,33138
0055632,The Young Doctors,1993-08-03,100,,,174319
0069822,Breezy,2006-05-02,108,750000,,170326
0091055,Firewalker,1995-01-02,104,,11834300,22918
0006309,A Woman,1984-10-20,20,,,189204
0048470,Passage Home,1992-05-18,102,,,10725554
0049769,Slightly Scarlet,1935-01-11,99,,,36437899
0090659,Armed Response,1979-05-10,86,,,28760890
0084351,Monsignor,1954-02-23,121,10000000,6500000,170318
0024620,The Stranger's Return,1997-11-14,89,300000,630000,58819
0070438,The Neptune Factor,1932-06-24,98,2500000,2750000,170318
0085794,The King of Comedy,1924-02-12,109,19000000,2500000,170318
0058659,The Time Travelers,1997-11-30,82,250000,,203231
0006032,Shanghaied,2003-03-24,30,,,189204
0089601,Mischief,1968-03-19,100,,8692430,170318
0041198,Border Incident,2014-10-09,94,749000,908000,58819
0088758,The Aviator,1965-02-03,98,,1304190,58819
0473024,Crossover,1946-11-15,111,5800000,7009670,664762
0045323,What Price Glory,1996-10-05,111,,2000000,170318
0039217,The Brasher Doubloon,1993-05-25,72,,,170318
0047581,Three Hours to Kill,1942-02-12,77,,,175634
0075359,Two-Minute Warning,1953-07-21,115,,,170326
0120791,Practical Magic,1937-06-16,103,75000000,68337000,34052
0049831,Teenage Rebel,1982-02-03,94,985000,1750000,170318
00000068,Decision at Sundown,1954-11-27,77,,,175634
0490170,Love Story 2050,1986-04-16,180,,,17196980
0064382,"Goodbye, Mr. Chips",1996-10-14,148,,,58819
0280653,Amen.,1985-07-29,132,,,1012698
0776026,Untamed Youth,1972-07-09,80,,,34052
0048501,Police Dog,1949-08-18,70,,,38943079
0030217,Hawaii Calls,1942-03-03,91,,,36437899
0102299,Liebestraum,1934-12-28,112,,133645,58819
0078044,The Other Side of the Mountain Part 2,1970-07-31,100,,11565700,170326
0044963,New Faces,2012-09-22,99,,,170318
0032763,Marked Men,1951-07-05,66,,,1668412
0035763,Crash Dive,1953-09-17,106,,3300000,170318
0024748,Waltzing Matilda,1984-06-13,77,,,170326
0060891,La Religieuse,1979-06-09,135,,,996674
0033391,Billy the Kid Wanted,1924-06-19,63,,,1668412
0042395,Devil's Doorway,1920-08-10,84,1373000,2096000,58819
0045072,Red Ball Express,1927-04-22,83,,1500000,170326
0065531,Le Cercle Rouge,1970-12-31,140,,,946329
0120723,Kissing a Fool,1954-04-28,93,19000000,4106590,170326
0022028,King of the Wild,1956-04-12,248,,,9647427
0080408,Bad Timing,1993-03-28,122,,,312122
0116311,First Kid,1965-05-10,101,15000000,26491800,1475269
0056526,State Fair,1946-09-27,118,4400000,3500000,170318
0046826,Captain Kidd and the Slave Girl,1946-01-03,82,,,174319
0034175,The Shanghai Gesture,1998-01-04,99,,1100000,174319
0058435,Our Blood Will Not Forgive,1934-11-25,98,,,469330
0077838,The Last Waltz,1951-06-05,117,,,174319
0201425,Anne of Green Gables,1944-06-23,90,,,66730
0039178,The Beginning or the End,1984-06-20,112,2600000,1900000,58819
0028743,Counsel for Crime,1990-08-17,61,,,175634
0068230,Asylum,1994-12-14,88,,,23152008
0027669,Ghost Patrol,1946-01-30,60,,,1827455
0263725,Me Without You,1942-08-25,107,,,12041763
0071760,Little Malcolm,1958-01-16,109,,,646886
0063607,Single Room Furnished,1949-07-04,93,,,18124572
0086140,Princess Daisy,1956-07-10,190,,,21780
0080331,Act of Love,1920-05-24,104,,,21780
0058890,Stories of Bastards: Born Under a Bad Star,1980-02-02,98,,,469330
0037847,The Kid Sister,1956-01-29,56,,,1668412
0846073,Raja Chinna Roja,1927-01-21,180,,,10485092
0071361,Coonskin,1958-05-21,89,1600000,,5968537
0035860,The Fallen Sparrow TUT,1999-10-03,94,,1500000,36437899
0455957,Goya's Ghosts,2012-06-02,114,,9448080,9146003
0017082,Love 'Em and Leave 'Em,1949-02-16,76,,,22918
0120692,The Hairy Bird,1994-03-23,97,,,1475269
0418362,Mujhse Shaadi Karogi,1991-03-16,159,,,5263710
0045684,The Devil's Canyon,1968-04-25,92,,1000000,36437899
0058525,Rio Conchos,1925-08-25,107,,2500000,170318
0023285,Number Seventeen,1982-02-23,64,,,3993800
0112922,The Day of the Beast,1987-04-16,103,1500000,,3690563
0031620,Man of Conquest,1968-07-31,105,,,405370
0102526,New Jack City,1944-11-13,100,8000000,47600000,34052
0037048,Marine Raiders,1969-02-26,88,,,36437899
0055885,Damon and Pythias,1941-02-25,101,,,58819
0017979,The Private Life of Helen of Troy,1979-10-31,57,,,10574
0036723,Cover Girl,2004-02-13,107,,,175634
0049002,The Best Things in Life Are Free,2008-02-05,104,1160000,2700000,170318
0367188,Modigliani,2015-02-04,128,,1466010,49617640
0395479,Boundin',1957-05-06,5,,,1475269
0044186,Vengeance Valley,1975-06-04,83,1008000,3146000,58819
0035255,Ridin' Down the Canyon,1988-03-15,55,,,405370
0110549,Moment of Truth: A Mother's Deception,1939-12-08,91,,,21780
0021483,Tom Sawyer,1926-05-10,86,,,22918
0034831,"Harvard, Here I Come!",2008-08-20,64,,,175634
0473398,Surveillance,1922-05-12,90,,,47778457
0068245,Bad Company,1986-07-26,93,,,22918
0251031,Series 7: The Contenders,1986-01-06,87,,,408350
0111033,Runaway Daughters,1992-08-25,83,,,77877
0040077,Adventures of Frank and Jesse James,1999-07-18,180,149985,,405370
